game_id,nameOfGames,released_date,rating,summary
1219,Battlefield 1,2016-10-21,79.42468,"Join the Battlefield community in the dawn of all-out war. Untold chapters of World War 1 are brought to life with unmatched intensity through an included Battlefield 1 Premium Pass and an unmatched Battlefield 1 experience.  Battlefield 1 Revolution lets you jump into The Great War through massive team-based multiplayer battles. With unique combat roles on land, in the sky, and at sea, no battle is ever the same. Or discover a world at war through single player War Stories campaigns.  Progress in deep and rewarding Service Assignments, then customize your solider to match your playstyle with Specializations. Take on fan-favorite modes like Conquest and Frontlines, volunteer for multi-battle challenges in Operations, or squad up with friends in Platoons.  Join the ranks of the revolution and experience war on an epic scale."
1220,Battlefield 1942: Secret Weapons of WWII,2003-09-03,78.4327,"An expansion pack for Battlefield 1942 adding experimental weapons, gadgets and vehicles as well as new maps."
1221,Battlefield Vietnam,2004-03-14,73.73654,"The Battlefield franchise entered a new era equipped with more firepower, modernized weaponry and vehicles, and a deeper infantry experience from the jungles to the beaches of Vietnam. In Battlefield Vietnam, players selected from a variety of characters within the different soldier classes.  The game introduced new dramatic battle scenarios including leading a squadron of helicopters in an all-out attack on an enemy compound, executing an ambush of enemy soldiers from dense foliage, captaining a PT boat through a dangerous jungle river passage, and more."
1222,Battlefield 1: In The Name Of The Tsar,2017-09-18,75.89301,A first glimpse of Battlefield 1 In the Name of the Tsar. Enter the war’s biggest front with the Russian army in the most extensive Battlefield expansion so far.
1223,Battlefield 2142,2006-10-17,80.70862,"Northern Strike is the first expansion pack to Dice's Battlefield 2142, adding new maps, vehicles and weapons."
1224,Battlefield 2,2005-06-21,81.77769,"In Battlefield 2, players will choose to fight for one of three military superpowers: the United States, the Chinese, or the newly formed Middle East Coalition. Armed with the latest modern weaponry, players can take control of any of the game’s 30+ vehicles to engage in major conflicts with over 64 players in some of the largest online battles on the PC. Additionally, persistent character growth allows players to rise through the ranks and attain the ultimate rank of General."
1225,Battlefield V,2018-11-20,70.99559,"The Battlefield series goes back to its roots in a never-before-seen portrayal of World War 2. Take on physical, all-out multiplayer with your squad in modes like the vast Grand Operations and the cooperative Combined Arms, or witness human drama set against global combat in the single player War Stories. As you fight in epic, unexpected locations across the globe, enjoy the richest and most immersive Battlefield yet."
1226,Battlefield 3,2011-10-25,80.25937,"In Battlefield 3, players step into the role of the elite U.S. Marines. As the first boots on the ground, players will experience heart-pounding missions across diverse locations including Paris, Tehran and New York. As a U.S. Marine in the field, periods of tension and anticipation are punctuated by moments of complete chaos. As bullets whiz by, as walls crumble, as explosions force players to the ground, the battlefield feels more alive and interactive than ever before."
1227,Battlefield 1943,2009-07-08,71.6826,"Using the Frostbite engine, Battlefield 1943 takes players back to WWII. The game offers hours of 24 player multiplayer action over three classic and tropic locations; Wake Island, Guadalcanal and Iwo Jima. Delivering the award-winning through-the-gun and vehicle warfare online experience DICE is best recognized for, Battlefield 1943 has players battling in ruthless aerial dog fights and intense trench combat."
1228,Street Fighter,2021-07-13,81.44796,"Street Fighter III: 3rd Strike is the second follow-up to Street Fighter III. The game increased the character roster by adding five new characters and also added further refinements to the previous game's play mechanics and rules. All the returning characters from the previous Street Fighter III games were given new stages, endings, and voice actors for certain characters, continuing the overall storyline from where the first two games left off."
1229,Street Fighter IV,2009-02-12,80.54869,"Street Fighter IV brings the legendary fighting series back to its roots by taking the beloved fighting moves and techniques of the original Street Fighter II, and infusing them with Capcom’s latest advancements in next generation technology to create a truly extraordinary experience that will re-introduce the world to the time-honored art of virtual martial arts.  Newcomers: - Abel - C.Viper - Rufus - El Fuerte - Gouken"
1230,Street Fighter III: 3rd Strike,1999-05-12,81.44796,"Street Fighter III: 3rd Strike is the second follow-up to Street Fighter III. The game increased the character roster by adding five new characters and also added further refinements to the previous game's play mechanics and rules. All the returning characters from the previous Street Fighter III games were given new stages, endings, and voice actors for certain characters, continuing the overall storyline from where the first two games left off."
1231,Street Fighter II: Champion Edition,1992-03-01,76.9772,"Street Fighter II: Champion Edition is a competitive fighting game released for the arcades by Capcom in 1992. It was the first of several updated versions of the original Street Fighter II: The World Warrior. The main changes consisted of the addition of the Grand Masters (the final four computer-controlled opponents in the single-player mode) as playable characters and mirror matches (same character vs. matches). The fighting techniques of the eight main characters from the original game were also further refined to allowed for more balanced competitive play. Champion Edition was followed by Street Fighter II' Turbo: Hyper Fighting, released several months later."
1232,Street Fighter V,2016-02-15,73.26688,"Experience the intensity of head-to-head battle with Street Fighter V! Choose from 16 iconic characters, each with their own personal story and unique training challenges, then battle against friends online or offline with a robust variety of match options. Earn Fight Money in Ranked Matches, play for fun in Casual Matches or invite friends into a Battle Lounge and see who comes out on top!"
1233,Street Fighter: Duel,,0,"Enter the world of Street Fighter like never before with the first mobile RPG game of the franchise - Street Fighter: Duel!  Street Fighter: Duel is the official Street Fighter RPG mobile game for the casual Street Fighter fan, where you can collect and upgrade a team of recognizable fighters and ​battle your way through an original story or against friends and powerful opponents around the world."
1234,Street Fighter 6,2023-06-01,87.08461,"The evolution of fighting games starts with our traditional Fighting Ground, and then we're turning the genre on its head with World Tour and Battle Hub for a total of three modes where anyone can play to their liking.  No one starts off as a champion. You get there step by step, punch by punch. Take up the challenge and bring your game to the next level."
1235,X-Men vs. Street Fighter,1996-09-09,75.59022,"X-Men vs. Street Fighter is a fighting game originally released as a coin-operated arcade game in 1996. It is Capcom's third fighting game to feature Marvel Comics characters and the first game to match them against their own, with characters from Marvel's X-Men franchise being matched against the cast from the Street Fighter series.  It was the first game to blend a tag team style of combat with the Street Fighter gameplay, as well as incorporating elements from Capcom's previous Marvel-themed fighting games, X-Men: Children of the Atom and Marvel Super Heroes."
1236,Street Fighter Alpha 2,1996-02-27,0,"The SNES port of Street Fighter Alpha 2 had to lower the quality of graphics and audio because of the power of the machine. This version also have loading times when entering matches while sounds are loaded onto the sound chip. Unlike the PlayStation and Saturn versions, the only secret characters available to the player are the classic-style Chun-Li and Shin Akuma."
1237,STREET FIGHTER X TEKKEN,2011-09-05,0,"A crossover game that is planned to have Street Fighter characters in the 3D fighting style of a normal Tekken game. The reverse of Street Fighter x Tekken which put Tekken characters into the 2D fighting style of a Street Fighter game in 2012.  The game has been stuck in development since its 2010 announcement and the game was put on hold officially in 2016, though early character models and some gameplay systems were said to be finished at the time."
1238,Street Fighter: The Movie,1995-06-10,59.43176,Next-generation gaming and mega movie-based action collide in Street Fighter: The Movie!  Street Fighter: The Movie. The ultimate street fighter begins...where the others left off!!!
1239,Five Nights at Freddy's,2014-07-24,0,"Welcome to your new summer job at Freddy Fazbear's Pizza, where kids and parents alike come for entertainment and food as far as the eye can see! The main attraction is Freddy Fazbear, of course; and his two friends. They are animatronic robots, programmed to please the crowds! The robots' behavior has become somewhat unpredictable at night however, and it was much cheaper to hire you as a security guard than to find a repairman.  From your small office you must watch the security cameras carefully. You have a very limited amount of electricity that you're allowed to use per night (corporate budget cuts, you know). That means when you run out of power for the night- no more security doors and no more lights! If something isn't right- namely if Freddybear or his friends aren't in their proper places, you must find them on the monitors and protect yourself if needed!"
1240,Five Night's At freddys,2022-09-14,0,"Welcome to your new summer job at Freddy Fazbear's Pizza, where kids and parents alike come for entertainment and food as far as the eye can see! The main attraction is Freddy Fazbear, of course; and his two friends. They are animatronic robots, programmed to please the crowds! The robots' behavior has become somewhat unpredictable at night however, and it was much cheaper to hire you as a security guard than to find a repairman.  From your small office you must watch the security cameras carefully. You have a very limited amount of electricity that you're allowed to use per night (corporate budget cuts, you know). That means when you run out of power for the night- no more security doors and no more lights! If something isn't right- namely if Freddybear or his friends aren't in their proper places, you must find them on the monitors and protect yourself if needed!"
1241,Five Nights at Freddy's: Sister Location,2016-10-07,0,"Welcome to Circus Baby's Pizza World, where family fun and interactivity go beyond anything you've seen at those *other* pizza places! With cutting-edge animatronic entertainers that will knock your kids' socks off, as well as customized pizza catering, no party is complete without Circus Baby and the gang!  Now hiring: Late night technician. Must enjoy cramped spaces and be comfortable around active machinery. Not responsible for death or dismemberment.  Don't hold it against us."
1242,Five Nights at Freddy's: Security Breach,2021-12-16,52.80175,"Five Nights at Freddy’s: Security Breach is the latest installment of the family-friendly horror games loved by millions of players from all over the globe. Play as Gregory, a young boy trapped overnight in Freddy Fazbear's Mega Pizzaplex. With the help of Freddy Fazbear himself, Gregory must survive the near-unstoppable hunt of reimagined Five Nights at Freddy’s characters, as well as new, horrific threats."
1243,Five Nights at Freddy's 2,2014-11-10,78.19616,"Welcome back to the new and improved Freddy Fazbear's Pizza!  In Five Nights at Freddy's 2, the old and aging animatronics are joined by a new cast of characters. They are kid-friendly, updated with the latest in facial recognition technology, tied into local criminal databases, and promise to put on a safe and entertaining show for kids and grown-ups alike!  What could go wrong?  As the new security guard working nights, your job is to monitor cameras and make sure nothing goes wrong after-hours. The previous guard has complained about the characters trying to get into the office (he has since been moved to day-shift). So to make your job easier, you've been provided with your very own empty Freddy Fazbear head, which should fool the animatronic characters into leaving you alone if they should accidentally enter your office.  As always, Fazbear Entertainment is not responsible for death or dismemberment."
1244,Five Nights at Freddy's 3,2015-03-02,0,"Thirty years after Freddy Fazbear's Pizza closed it's doors, the events that took place there have become nothing more than a rumor and a childhood memory, but the owners of ""Fazbear's Fright: The Horror Attraction"" are determined to revive the legend and make the experience as authentic as possible for patrons, going to great lengths to find anything that might have survived decades of neglect and ruin.  At first there were only empty shells, a hand, a hook, an old paper-plate doll, but then a remarkable discovery was made...  The attraction now has one animatronic."
1245,Five Nights at Freddy's 4,2015-07-23,69.69868,"This time, the terror has followed you home.  In this last chapter of the Five Nights at Freddy's original story, you must once again defend yourself against Freddy Fazbear, Chica, Bonnie, Foxy, and even worse things that lurk in the shadows. Playing as a child whose role is yet unknown, you must safeguard yourself until 6am by watching the doors, as well as warding off unwanted creatures that may venture into your closet or onto the bed behind you.  You have only a flashlight to protect yourself. It will scare away things that may be creeping at the far end of the hallways, but be careful, and listen. If something has crept too close, then shining lights in its eyes will be your end."
1246,Five Nights at Freddy's: Help Wanted,2020-05-21,0,"This is the mobile version of Five Nights at Freddy’s: Help Wanted, a collection of classic and original mini-games set in the Five Nights universe.  Survive terrifying encounters with your favorite killer animatronics in a collection of new and classic Five Nights at Freddy’s experiences. “Where fantasy and fun come to life!”  Time to get your hands dirty. Repair claustrophobic ventilation systems, troubleshoot broken animatronics that could activate at any moment, or spend your evenings cowering in the nighttime security guard office.  Scenes from classic titles have been updated and remade for a fully immersive experience including Five Nights at Freddy’s, Five Nights at Freddy’s 2, Five Nights at Freddy’s 3, Five Nights at Freddy’s 4, and Five Nights at Freddy’s: Sister Location.  A minigame called Princess Quest was exclusive to the mobile port of the game. Occasionally, a grid pattern will appear on objects at the Prize Counter."
1247,Five Nights at Freddy's: Custom Night,2022-01-13,0,Custom Night is a free update to Five Nights at Freddy's: Sister Location.
1248,Five Nights at Freddy's: HW,2020-10-26,71.56831,Five Nights at Freddy’s: Help Wanted is a collection of classic and original mini-games set in the Five Nights universe. Survive terrifying encounters with your favorite killer animatronics in a collection of new and classic Five Nights at Freddy's experiences. “Where fantasy and fun come to life!”
1249,Five Nights at Freddys: 4,2022-01-13,69.69868,"This time, the terror has followed you home.  In this last chapter of the Five Nights at Freddy's original story, you must once again defend yourself against Freddy Fazbear, Chica, Bonnie, Foxy, and even worse things that lurk in the shadows. Playing as a child whose role is yet unknown, you must safeguard yourself until 6am by watching the doors, as well as warding off unwanted creatures that may venture into your closet or onto the bed behind you.  You have only a flashlight to protect yourself. It will scare away things that may be creeping at the far end of the hallways, but be careful, and listen. If something has crept too close, then shining lights in its eyes will be your end."
1250,Five Nights at Freddy's (FNAF),2022-01-09,0,"Welcome to your new summer job at Freddy Fazbear's Pizza, where kids and parents alike come for entertainment and food as far as the eye can see! The main attraction is Freddy Fazbear, of course; and his two friends. They are animatronic robots, programmed to please the crowds! The robots' behavior has become somewhat unpredictable at night however, and it was much cheaper to hire you as a security guard than to find a repairman.  From your small office you must watch the security cameras carefully. You have a very limited amount of electricity that you're allowed to use per night (corporate budget cuts, you know). That means when you run out of power for the night- no more security doors and no more lights! If something isn't right- namely if Freddybear or his friends aren't in their proper places, you must find them on the monitors and protect yourself if needed!"
1251,Five Nights at Freddy's AR,2019-11-21,0,"Five Nights at Freddy's AR Lite is a recreation of Five Nights at Freddy's AR Special Delivery, without any augmented reality."
1252,Halo,2021-05-27,83.94977,"Bent on Humankind's extermination, a powerful fellowship of alien races known as the Covenant is wiping out Earth's fledgling interstellar empire. Climb into the boots of Master Chief, a biologically altered super-soldier, as you and the other surviving defenders of a devastated colony-world make a desperate attempt to lure the alien fleet away from earth. Shot down and marooned on the ancient ring-world Halo, you begin a guerilla-war against the Covenant. Fight for humanity against an alien onslaught as you race to uncover the mysteries of Halo."
1253,Halo: Reach,2010-09-14,85.12639,"Experience the story before the events of Halo: Combat Evolved as you fight to defend the planet Reach from a harrowing Covenant invasion. In this first-person shooter you can customize your own Spartan with armor and accessories to experience both a pulse-pounding campaign and addictive multiplayer mode. Reach will fall, but it won't go down without a fight."
1254,Halo Infinite,2021-12-08,82.10613,"The Master Chief returns in Halo Infinite – the next chapter of the legendary franchise. When all hope is lost and humanity’s fate hangs in the balance, the Master Chief is ready to confront the most ruthless foe he’s ever faced. Step inside the armor of humanity’s greatest hero to experience an epic adventure and explore the massive scale of the Halo ring."
1255,Halo 3: ODST,2009-09-22,75.24019,"New Mombasa is in ruins, yet the fight is far from over. Halo 3: ODST drops players onto the streets of the besieged city in this first-person shooter. Assume the role of “The Rookie”, an Orbital Drop Shock Trooper, and discover the truth behind the Covenant invasion. Engage in intense online multiplayer battles with the complete collection of Halo 3 multiplayer maps – including three all-new battlefields – and join your teammates in Firefight, a new cooperative mode that pits you against waves of Covenant invaders."
1256,Halo 2: Anniversary,2014-11-11,84.29487,"Experience the impeccably remastered edition of the original Halo 2 game. Following the destruction of Halo, humankind experiences a short-lived victory. Eager for revenge, the Covenant launches a surprise attack on Earth, but they find themselves ill-prepared to defeat the UNSC’s home fleet and are forced to flee into slipspace. When the Master Chief pursues his overzealous enemies, they discover yet another Halo ring, uncovering long-buried secrets, including an unlikely ally, that will dramatically alter the course of the Human-Covenant Conflict forever.  Game Features: • PC Settings/Optimizations: Halo 2: Anniversary is now optimized for PC and looking better than ever at up to 4k UHD and at 60+ FPS.* Other PC native settings include customizable mouse and keyboard support, ultrawide support, FOV customization, and more. • Campaign: Experience the next chapter in the Halo saga and fight your way through 15 unforgettable missions. Play as both Spartan-117, the Master Chief, and for the first time, the Covenant Elite, known as the Arbiter, and experience the Human-Covenant Conflict in a whole new way. • Anniversary Edition/Update: Toggle between the remastered graphics in the Anniversary edition and the graphics from the original Halo 2 campaign. In the Anniversary edition, view Blur Studio’s spectacularly remastered cutscenes from the original Halo 2 game. • Multiplayer: Continue your Halo adventure with 7 remastered multiplayer maps from Halo 2: Anniversary and 25 multiplayer maps from the original Halo 2, featuring a completely updated progression system."
1257,Halo: Spartan Assault,2013-07-18,61.61898,"Enlist as a Spartan soldier and sharpen your tactical skills in battle! Set between the events of Halo 3 and Halo 4, Halo: Spartan Assault, developed by 343 Industries in conjunction with Vanguard Games, is a new chapter within the award-winning Halo universe. Spanning over 30 missions in vibrant, dangerous worlds, dive deeper into the backstory of Human-Covenant wars and the origins of the Spartan Ops program."
1258,Halo: Combat Evolved,2001-11-15,83.94977,"Bent on Humankind's extermination, a powerful fellowship of alien races known as the Covenant is wiping out Earth's fledgling interstellar empire. Climb into the boots of Master Chief, a biologically altered super-soldier, as you and the other surviving defenders of a devastated colony-world make a desperate attempt to lure the alien fleet away from earth. Shot down and marooned on the ancient ring-world Halo, you begin a guerilla-war against the Covenant. Fight for humanity against an alien onslaught as you race to uncover the mysteries of Halo."
1259,Halo: Spartan Strike,2015-04-16,67.92924,Utilize your Spartan skills in this classified ONI simulation set during the events of Halo 2 in New Mombasa. Lead UNSC troops through numerous missions as you battle against enemy troops and fight to save Earth.
1260,Halo 5: Guardians,2015-10-27,75.93995,"Halo 5: Guardians delivers epic multiplayer experiences that span multiple modes, full-featured level building tools, and another chapter in the Master Chief saga. The Master Chief saga continues, with solo and up to 4-player cooperative experience that spans three worlds. A mysterious and unstoppable force threatens the galaxy. The Spartans of Fireteam Osiris and Blue Team must embark on a journey that will change the course of history and the future of mankind."
1261,Halo Wars: Definitive Edition,2017-04-20,76.9908,"Halo Wars: Definitive Edition is an enhanced version of the real-time strategy classic, Halo Wars, updated to run natively on Xbox One and Windows 10. Set early in the iconic war between the Covenant and UNSC - made famous by the Halo FPS games - Halo Wars: Definitive Edition provides a unique angle on the war while bringing new heroes to the battlefield. Control large Halo armies and direct them in action-packed warfare. Halo Wars: Definitive Edition includes improved graphics, new achievements and all the DLC from the landmark game. Re-live the epic campaign or compete in online multiplayer battles with armies of powerful Halo forces at your command."
1262,Halo: Combat Evolved Anniversary,2011-11-15,81.25392,"Halo: Combat Evolved Anniversary is a spectacular remastered version of the original game, created to celebrate the 10th anniversary of one of the most beloved first-person shooters in gaming history. Bundled with seven of the most popular multiplayer maps in Halo history ready for Xbox Live, Halo: Anniversary includes a bounty of new features including cooperative play over Xbox Live, Achievements, new challenges, and new fiction to uncover."
1263,Halo: The Master Chief Collection,2014-11-11,86.08879,"The improved and enhanced Halo: The Master Chief Collection features visual enhancements with up to 4K UHD resolution, improved matchmaking, offline LAN, customizable installation options, and faster load times, it’s the definitive way to experience the ultimate Halo saga. Includes the extensive suite of campaign, multiplayer and additional features from Halo: Combat Evolved Anniversary, Halo 2: Anniversary, Halo 3, and Halo 4 - all updated to run at 60FPS."
1264,Halo Wars,2010-08-11,74.06462,"The Covenant has declared war on humanity, and Harvest is the first battleground. Set 21 years before the events of Halo: Combat Evolved, Halo Wars is an exciting real-time strategy game set in the legendary Halo universe. In this unique installment in the Halo franchise, players experience the epic battles that marked the beginning of the Covenant War. With the UNSC Spirit of Fire at their disposal, players fight in the intense and enormous conflicts that would define humanity's relentless heroism in its darkest hour."
1265,Halo 3,2007-09-25,75.24019,"New Mombasa is in ruins, yet the fight is far from over. Halo 3: ODST drops players onto the streets of the besieged city in this first-person shooter. Assume the role of “The Rookie”, an Orbital Drop Shock Trooper, and discover the truth behind the Covenant invasion. Engage in intense online multiplayer battles with the complete collection of Halo 3 multiplayer maps – including three all-new battlefields – and join your teammates in Firefight, a new cooperative mode that pits you against waves of Covenant invaders."
1266,Halo 4,2012-11-06,78.66959,"Halo 4 marks the start of an epic new saga within the award-winning Halo universe. The Master Chief returns in this award-winning first-person shooter developed by 343 Industries. Shipwrecked on a mysterious world, faced with new enemies and deadly technology, the Chief returns to battle against an ancient evil bent on vengeance and annihilation...the universe will never be the same."
1267,Halo 2,2004-11-09,84.35544,"Halo 2 is the sequel to the highly successful and critically acclaimed Halo: Combat Evolved. In Halo 2, the saga continues as Master Chief—a genetically enhanced super-soldier—is the only thing standing between the relentless Covenant and the destruction of all humankind."
1268,Halo Wars 2,2017-02-21,75.48705,"After decades adrift and declared “lost with all hands,” the brave crew of the UNSC Spirit of Fire are mysteriously awoken above an ancient Forerunner haven known as the Ark. In Halo Wars 2, Captain Cutter and his crew will face one of humanity’s most formidable threats yet: The Banished – a fierce and powerful Brute faction led by a cunning and lethal warrior known as Atriox.  Halo Wars 2 delivers real-time strategy at the speed of Halo combat. Get ready to lead armies of Spartans and other Halo fighting forces like Warthogs, Scorpions and exciting new units in a brutal war against a terrifying new enemy on the biggest Halo battlefield yet."
1269,CRASH,2014-03-09,69.60498,"Crash Twinsanity is the fifth mainline series game of the Crash Bandicoot series where Crash and the villain Cortex are forced into partnership. Each character occupies the same screen but they run along on different planes. Crash's gameplay is mostly the same as before, he can still do his trademark spin attack, double jump and body slam moves. The originality comes in his duo with Dr. Cortex, as he can throw him to places he can't reach himself or use him as a hammer to slap enemies. The consistent conflict between both heroes causes many funny situations."
1270,Crash Bandicoot,1996-09-09,67.51442,"Crash Bandicoot: The Wrath of Cortex is the fourth mainline series game and the first to feature Crash Bandicoot on the PlayStation 2. It was later ported to the GameCube and Xbox, making it his first multiplatform appearance. The player controls Crash and his younger sister Coco who must gather 25 crystals and defeat the main antagonists of the story, Doctor Neo Cortex and his new super weapon Crunch Bandicoot. Much of the game takes place in a Virtual Reality Hub System created by Coco to help Crash gather the crystals. The gameplay is similar to the older games of the series."
1271,Crash Bash,2000-11-06,72.43588,"Crash Bash is a party game in which four people can play several mini-games as characters from the Crash Bandicoot series. The gameplay consists of 28 different mini-games and three distinct modes of play: Adventure, Battle, and Tournament. Crash Bash includes multiplayer compatibility for up to four human players with the use of the PlayStation Multitap. The games are organized from a central hub world from which spokes lead to different levels."
1272,Crash Team Racing,1999-09-30,83.83232,Crash Team Racing is a kart racing game featuring popular characters from the Crash Bandicoot series. The gameplay is very similar to other kart racing video games like Mario Kart: players have to choose a character and compete against the other racers on various racetracks. The story mode allows you to choose any one of the characters to complete all the main races and beat the ultimate boss Nitrous Oxide. Each of the main races are against 7 other AI competitors with 5 boss races. There are also a few arcade modes up to 4 players.
1273,Crash Bandicoot 3: Warped,1998-10-31,83.29459,"Crash Bandicoot: Warped is the third game in the Crash Bandicoot series and the first to feature Coco as a playable character. The player takes control of Crash and Coco Bandicoot, who must travel back and forward in time and gather 25 crystals before Uka Uka and Doctor Neo Cortex can do so. Much of the game takes place in the Time Twister which acts as the hub area of the game. The Time-Twister is split up into five chambers, each chamber has five buttons that open portals to different levels. The goal in each level is to find and obtain the crystal hidden in the level. Crash Bandicoot: Warped was lauded by critics in many areas, and the game has been considered one of the best video games of all time."
1274,Crash Time 3,2009-11-25,75.96383,"Like its predecessors, Crash Time 3, the new installment of the well-known action racing game series, offers varied gameplay in top quality. The German game forge Synetic has once more taken the graphics engine a significant step further."
1275,Crash And Burn Racing,2014-12-09,50,"Crash and Burn Racing is a high impact racing game. You will be put behind the wheel of crazy vehicles that are fitted with over-the-top weaponry and power-ups such as a nitro chargers, bombs and homing missiles.  The sole purpose of the game is to create as much havoc as possible by taking out rivals and preferably causing a fair share of civilian casualties in the process. You get to drive in fast super cars, ambulances, fire trucks and even a heavily armoured school bus.  Each of the vehicles can be fully upgraded and customized to meet the driver's destructive needs. With each successful takedown money is earned, which can be used to upgrade cars."
1276,Crash: Mind Over Mutant,2008-10-07,58.36596,"Crash: Mind Over Mutant is the sequel to Crash of the Titans and the seventh Crash Bandicoot series game. The game uses many of the same mechanics as its predecessor with a few changes. Rather than having twenty linear platforming levels to complete in sequence, Mind Over Mutant features eight distinct locations for Crash to explore and travel between as the story progresses. The player can complete missions given by non-playable characters and discover collectibles through the levels."
1277,Crash Bandicoot: The Wrath of Cortex,2001-10-29,67.51442,"Crash Bandicoot: The Wrath of Cortex is the fourth mainline series game and the first to feature Crash Bandicoot on the PlayStation 2. It was later ported to the GameCube and Xbox, making it his first multiplatform appearance. The player controls Crash and his younger sister Coco who must gather 25 crystals and defeat the main antagonists of the story, Doctor Neo Cortex and his new super weapon Crunch Bandicoot. Much of the game takes place in a Virtual Reality Hub System created by Coco to help Crash gather the crystals. The gameplay is similar to the older games of the series."
1278,Crash Bandicoot N. Sane Trilogy,2017-06-30,82.51286,"Crash Bandicoot N. Sane Trilogy is a remastered version, of the original 3 games (Crash Bandicoot, Crash Bandicoot 2: Cortex Strikes Back, and Crash Bandicoot 3: Warped) with enhanced features applied to each game."
1279,Crash Team Racing Nitro-Fueled,2019-06-21,0,This compilation contains:  - Crash Team Racing Nitro-Fueled - Crash Bandicoot N'Sane Trilogy
1280,Crash Bandicoot 2: Cortex Strikes Back,1997-11-01,83.19286,"Crash Bandicoot 2: Cortex Strikes Back is the second game in the Crash Bandicoot series, and the sequel to the original game. The gameplay is largely similar to that of the original, as players make their way through a limited environment whilst breaking crates that contains bonuses. The goal of the game is to gather 25 crystals for Crash's nemesis, Doctor Neo Cortex. The crystals are scattered between 25 different levels accessible via Warp Rooms, which are hub areas of the game. A level is cleared by collecting its respective crystal and reaching the end of its path, which returns Crash to the Warp Room."
1281,Crash Bandicoot 4: It’s About Time,2020-10-01,82.10469,"Crash Bandicoot 4: It's About Time is the eighth Crash Bandicoot series game, though the fourth chronologically. The game retains the series' core platforming gameplay and adds new elements through the use of the Quantum Masks, who can alter levels and provide means to traverse or overcome obstacles. It also includes additional game modes for replaying levels, and the ability to control five characters, three of whom – Cortex, Dingodile, and Tawna – have their own unique gameplay and levels."
1282,Crash Commando,2008-12-18,0,"Crash commando is a fast-paced PlayStation 3-exclusive side-scrolling shooter. Obviously inspired by Worms and Soldat, the large levels and small characters allow for hectic action in both single and online multiplayer modes."
1283,Crash Force,2017-01-20,0,"Crash Force is an amalgamation of the most popular genres in gaming; it is a multiplayer, arena, shooting game at its core with RPG and racing elements where the player assumes the role of a hovercraft to annihilate their enemies."
1284,Crash Twinsanity,2004-09-28,69.60498,"Crash Twinsanity is the fifth mainline series game of the Crash Bandicoot series where Crash and the villain Cortex are forced into partnership. Each character occupies the same screen but they run along on different planes. Crash's gameplay is mostly the same as before, he can still do his trademark spin attack, double jump and body slam moves. The originality comes in his duo with Dr. Cortex, as he can throw him to places he can't reach himself or use him as a hammer to slap enemies. The consistent conflict between both heroes causes many funny situations."
1285,Crash Wheels,2016-12-14,60,Arcade racing with the physics of damage
1286,Crash of the Titans,2007-10-02,71.17708,"Crash of the Titans is the sixth Crash Bandicoot series game. The gameplay has the player explore levels, picking up power-ups to use against enemies as well as for the first time, use fighting combos such as punches and kicks against enemies. When Crash defeats an enemy or destroys an object, a magical substance known as Mojo is released. If the player collects enough Mojo, he will earn either an ability upgrade or a new move."
1287,Crash Time 2,2008-11-27,68.83641,"Solve exciting criminal cases on the mean streets as member of the autobahn police force - or freely explore the open game world while chasing down high-octane racers. Escort politicians, transport precious goods or take down the criminal element with over 500HP and close to 200MPH. With fully destructible cars, arcade gameplay, outstanding graphics and stunning slow-mo effects, Crash Time 2 puts you right in the driver seat, ready to burn rubber."
1288,WWE Legends,2009-03-24,50.00857,"WWE Legends of WrestleMania embraces the leading sports entertainment organization's rich history to relive, rewrite or recreate the definitive elements of WWE from the Eighties and Nineties. Players relive the entertaining lives of more than 40 larger-than-life Legends and have control over Legendary Managers, each of whom play crucial roles in match outcomes. The game's new grapple-based fighting system captures the high-energy action and drama seen in vintage WWE matches, while a historically accurate representation of past WWE telecasts sets the stage, including dynamic visual treatments, signature ring entrances, renowned commentators and notable venues. WWE Legends of WrestleMania also includes a WrestleMania Tour Mode that allows players to participate in key matches from multiple WrestleMania events, a Create-A-Legend system to develop the Legends of tomorrow, as well as online functionality for players to compete on the biggest stages in WWE history."
1289,WWE 2K Battlegrounds,2020-09-18,50.15007,"The world of WWE is your battleground with all-new, over the top, in-your-face arcade action as your favorite WWE Superstars and Legends battle it out in outlandish interactive environments around the world."
1290,WWE 2K17,2016-10-11,68.29425,"Welcome to Suplex City, courtesy of cover Superstar Brock Lesnar! WWE 2K17 arrives as the reigning and defending flagship WWE video game franchise champion! WWE 2K17 features stunning graphics, ultra-authentic gameplay and a massive roster of WWE and NXT's popular Superstars and Legends.  Experience the most authentic WWE gameplay ever, featuring thousands of new moves and animations, backstage and in-arena brawling, and the biggest roster of WWE and NXT Superstars and Legends to date."
1291,WWE SmackDown! vs. Raw 2006,2005-11-11,65.72574,"The debut PlayStation Portable offering of THQ and Yuke's long-running 3D wrestling series. WWE SmackDown! vs. RAW 2006 expands on THQ's popular multi-million unit-selling franchise with a number of key new features. The Buried Alive Casket match, two new wrestler attributes (Stamina and Hardcore), and a realistic momentum system all combine to turn the series away from its arcade roots and towards that of a simulation. The PSP version follows closely on the heels of its PS2 tag-teammate in terms of features and wrestler rosters, with exclusive extras including additional characters and other features for the PSP version, plus USB system link to connect the two versions together."
